id,sold,image,price,title,views,code,common,anim_de,anim_en,created,desc_de,desc_en,updated,category,title_en,big_image,subcategory,views_12_15
727,no,Wale041374536301231105.jpg,0.00,Wale,0,041374536301231105,no,<blank>,<blank>,2013-12-31,<blank>,<blank>,2016-06-15 10:11:22,Holz,<blank>,<blank>,Puzzle,0
728,no,Wale_04137453630123-1805.jpg,0.00,Wale,410,041374536301231805,yes,<blank>,<blank>,2015-12-31,"Die Wale der Weltmeere,schön wäre es,sie könnten sich heute noch so dicht nebeneinander tummeln.Leider müssen sich die Meisten von ihnen lange suchen,so weit leben sie auseinander.In diesem Set gibt es 23 Wale. ","The whales of the world's oceans, it would be nice if they could still be so close to each other today.Unfortunately, most of them have to look for a long time,so far apart they live.",2022-08-16 17:19:15,Holz,whales of the world,<blank>,Puzzle,286
729,no,Wale_04137454830125-0240.jpg,0.00,Wale,411,041374548301250240,yes,<blank>,<blank>,2015-12-31,"Die Wale der Weltmeere,schön wäre es,sie könnten sich heute noch so dicht nebeneinander tummeln.Leider müssen sich die Meisten von ihnen lange suchen,so weit leben sie auseinander.In diesem Set gibt es 25 Wale.Das Holz ist durch Blauschimmel so wunderschön gefärbt.","The whales of the world's oceans, it would be nice if they could still be so close together today.Unfortunately, most of them have to look for a long time,as far apart as they live.In this set there are 25 whales.The wood is so beautifully colored by blue mold.",2022-08-16 21:43:27,Holz,Whales of the world ,<blank>,Puzzle,291
730,no,Wale041374631301231708.jpg,0.00,Wale,0,041374631301231708,no,<blank>,<blank>,2013-12-31,<blank>,<blank>,2016-06-15 10:11:22,Holz,<blank>,<blank>,Puzzle,0
731,no,Wale041374632301231705.jpg,0.00,Wale,0,041374632301231705,no,<blank>,<blank>,2013-12-31,<blank>,<blank>,2016-06-15 10:11:22,Holz,<blank>,<blank>,Puzzle,0
732,no,Wale041374632301232105.jpg,0.00,Wale,0,041374632301232105,no,<blank>,<blank>,2013-12-31,<blank>,<blank>,2016-06-15 10:11:22,Holz,<blank>,<blank>,Puzzle,0
733,no,Wale041374633301231306.jpg,0.00,Wale,0,041374633301231306,no,<blank>,<blank>,2013-12-31,<blank>,<blank>,2016-06-15 10:11:22,Holz,<blank>,<blank>,Puzzle,0
734,no,Wale041374633301231505.jpg,0.00,Wale,0,041374633301231505,no,<blank>,<blank>,2013-12-31,<blank>,<blank>,2016-06-15 10:11:22,Holz,<blank>,<blank>,Puzzle,0
735,yes,Wale041374634301230630.jpg,0.00,Wale,0,041374634301230630,no,<blank>,<blank>,2013-12-31,Sold,<blank>,2016-06-15 10:11:22,Holz,Wale,<blank>,Puzzle,0
736,no,Wale041374636301231205.jpg,0.00,Wale,0,041374636301231205,no,<blank>,<blank>,2013-12-31,<blank>,<blank>,2016-06-15 10:11:22,Holz,<blank>,<blank>,Puzzle,0
737,no,Wale041374638301232305.jpg,0.00,Wale,422,041374638301232305,yes,<blank>,<blank>,2015-12-31,"Die Wale der Weltmeere,schön wäre es,sie könnten sich heute noch so dicht nebeneinander tummeln.Leider müssen sich die Meisten von ihnen lange suchen,so weit leben sie auseinander.In diesem Set gibt es 23 Wale.",<blank>,2016-06-26 06:36:15,Holz,<blank>,<blank>,Puzzle,285
738,no,Wale041374649401242340.jpg,0.00,Wale,0,041374649401242340,no,<blank>,<blank>,2013-12-31,"Die Wale der Weltmeere,schön wäre es,sie könnten sich heute noch so dicht nebeneinander tummeln.Leider müssen sich die Meisten von ihnen lange suchen,so weit leben sie auseinander.Aber hier haben wir 29 Wale und für manche ihr Futter .Das Holz ist durch Blauschimmel so wunderschön gefärbt.","The whales of the world's oceans, it would be nice if they could still be so close together today.Unfortunately, most of them have to look for a long time,as far apart as they live.In this set there are 29 whales.The wood is so beautifully colored by blue mold.",2022-08-16 21:45:12,Holz,whales of the world's oceans,<blank>,Puzzle,0
739,no,Wale041374732301232205.jpg,0.00,Wale,0,041374732301232205,no,<blank>,<blank>,2013-12-31,<blank>,<blank>,2016-06-15 10:11:22,Holz,<blank>,<blank>,Puzzle,0
740,no,Wale041374734301230505.jpg,0.00,Wale,0,041374734301230505,no,<blank>,<blank>,2013-12-31,<blank>,<blank>,2016-06-15 10:11:22,Holz,<blank>,<blank>,Puzzle,0
741,no,Wale041374734301231605.jpg,0.00,Wale,0,041374734301231605,no,<blank>,<blank>,2013-12-31,<blank>,<blank>,2016-06-15 10:11:22,Holz,<blank>,<blank>,Puzzle,0
742,no,Wale041374835301232005.jpg,0.00,Wale,0,041374835301232005,no,<blank>,<blank>,2013-12-31,<blank>,<blank>,2016-06-15 10:11:22,Holz,<blank>,<blank>,Puzzle,0
743,no,Wale041374843301290805.jpg,0.00,Wale,0,041374843301290805,no,<blank>,<blank>,2013-12-31,"Mein klassisches Walmotiv.Die Wale der Weltmeere,schön wäre es,sie könnten sich heute noch so dicht nebeneinander tummeln.Leider müssen sich die Meisten von ihnen lange suchen,so weit leben sie auseinander.In diesem,um den Grauwal erweitertem  Set gibt es 29 Wale .Masse ca.48x43x3 cm",<blank>,2016-06-15 10:11:22,Holz,Wale,<blank>,Puzzle,0
744,no,Wale041374933301232505.jpg,0.00,Wale,0,041374933301232505,no,<blank>,<blank>,2013-12-31,<blank>,<blank>,2016-06-15 10:11:22,Holz,<blank>,<blank>,Puzzle,0
745,no,Wale_04137494230123-1005.jpg,0.00,Wale,407,041374942301231005,yes,<blank>,<blank>,2015-12-31,"Die Wale der Weltmeere,schön wäre es,sie könnten sich heute noch so dicht nebeneinander tummeln.Leider müssen sich die Meisten von ihnen lange suchen,so weit leben sie auseinander.Aber hier haben wir 23 Wale und für manche ihr Futter .Das Holz ist durch Blauschimmel so wunderschön gefärbt.","The whales of the world's oceans, it would be nice if they could still be so close together today.Unfortunately, most of them have to look for a long time,as far apart as they live.In this set there are 23 whales.The wood is so beautifully colored by blue mold.",2022-08-16 21:48:42,Holz,whales of the world's oceans,<blank>,Puzzle,283
746,no,Wale041375037401292701.jpg,0.00,Wale,0,041375037401292701,no,<blank>,<blank>,2013-12-31,"Die Wale der Weltmeere,schön wäre es,sie könnten sich heute noch so dicht nebeneinander tummeln.Leider müssen sich die Meisten von ihnen lange suchen,so weit leben sie auseinander.Aber hier haben wir 29 Wale und für manche ihr Futter .Das Holz ist durch Blauschimmel so wunderschön gefärbt.",<blank>,2016-06-15 10:11:22,Holz,<blank>,<blank>,Puzzle,0
747,no,Wale041375043301290905.jpg,0.00,Wale,0,041375043301290905,no,<blank>,<blank>,2013-12-31,<blank>,<blank>,2016-06-15 10:11:22,Holz,<blank>,<blank>,Puzzle,0
748,no,Wale_04137544740128-0640.jpg,0.00,Wale,350,041375447401280640,yes,<blank>,<blank>,2015-12-31,"Die Wale der Weltmeere,schön wäre es,sie könnten sich heute noch so dicht nebeneinander tummeln.Leider müssen sich die Meisten von ihnen lange suchen,so weit leben sie auseinander.Hier haben wir 28 Wale .Das Holz ist durch Blauschimmel so wunderschön gefärbt.","The whales of the ocean, it would be beautiful, they might be still so close together. Unfortunately most of them are very lonely, as they live far apart from each other. This puzzle consists of 28 whales .The wood is blue colored.",2022-08-16 21:52:24,Holz,Whales,<blank>,Puzzle,287
749,no,Wale041376040301250216.jpg,0.00,Wale,0,041376040301250216,no,<blank>,<blank>,2013-12-31,<blank>,<blank>,2016-06-15 10:11:22,Holz,<blank>,<blank>,Puzzle,0
750,no,Wale_04137604830116-3120.jpg,0.00,Wale,302,041376048301163120,yes,<blank>,<blank>,2015-12-31,Wale aus Holz geschnitzt und dann farbig gestaltet.Dies war eine einmalige Edition.,"The whales of the world's oceans, it would be nice if they could still be so close together today.Unfortunately, most of them have to look for a long time,as far apart as they live.In this set there are 25 whales.The wood is so beautifully colored by blue mold.",2022-08-16 22:13:05,Holz,Whale,<blank>,Puzzle,77
751,no,Wale_04137605050126-3217.jpg,0.00,Wale,0,041376050501263217,no,<blank>,<blank>,2013-12-31,"Die Wale der Weltmeere,schön wäre es,sie könnten sich heute noch so dicht nebeneinander tummeln.Leider müssen sich die Meisten von ihnen lange suchen,so weit leben sie auseinander.In diesem Set gibt es 26 Wale. ","The whales of the world's oceans, it would be nice if they could still be so close to each other today.Unfortunately, most of them have to look for a long time,so far apart they live.",2022-08-16 22:20:10,Holz,whales of the oceans,<blank>,Puzzle,0
752,no,Wale041376355501323117.jpg,0.00,Wale,0,041376355501323117,no,<blank>,<blank>,2013-12-31,"Die Wale der Weltmeere,schön wäre es,sie könnten sich heute noch so dicht nebeneinander tummeln.Leider müssen sich die Meisten von ihnen lange suchen,so weit leben sie auseinander.In diesem Set gibt es 32 Wale .",<blank>,2016-06-15 10:11:22,Holz,<blank>,<blank>,Puzzle,0
753,no,Wale_04137646070129-1817.jpg,0.00,Wale,322,041376460701291817,yes,<blank>,<blank>,2015-12-31,"Die Wale der Weltmeere,schön wäre es,sie könnten sich heute noch so dicht nebeneinander tummeln.Leider müssen sich die Meisten von ihnen lange suchen,so weit leben sie auseinander.In diesem Set gibt es 29  Wale . Format 64x60x7cm","The whales of the world's oceans, it would be nice if they could still be so close to each other today.Unfortunately, most of them have to look for a long time,so far apart they live.",2022-08-16 22:26:12,Holz,Whales of the world's oceans,<blank>,Puzzle,276
754,no,Wale_04137726080125-3417.jpg,0.00,Wale,319,041377260801253417,yes,<blank>,<blank>,2015-12-31,"Die Wale der Weltmeere,schön wäre es,sie könnten sich heute noch so dicht nebeneinander tummeln.Leider müssen sich die Meisten von ihnen lange suchen,so weit leben sie auseinander.In diesem Set gibt es 25 Wale .Masse 72x60x8cm","The whales of the world's oceans, it would be nice if they could still be so close together today.Unfortunately, most of them have to look for a long time,so far apart they live.In this set there are 25 whales.",2022-08-17 11:25:06,Holz,Whales,<blank>,Puzzle,284
755,yes,WuF101372522301193738.jpg,0.00,Wale und Fische,126,101372522301193738,no,<blank>,<blank>,2015-12-31,"Wale und  ""Futter"" für sie tummeln sich in diesem Stück Pulaiholz","Whales and some  ""food"" for them, close together in this piece of Pulaiholz",2016-12-10 17:50:29,Holz,Whales and fish,<blank>,Puzzle,286
756,yes,WuF101372524201170208.jpg,0.00,WuF,0,101372524201170208,no,<blank>,<blank>,2013-12-31,"Die Wale der Weltmeere,schön wäre es,sie könnten sich noch so dicht nebeneinander tummeln.Leider müssen sich die Meisten von ihnen lange suchen,so weit leben sie auseinander.Aber hier haben wir zusammen 17 Wale und auch Futter für sie .Das Holz ist durch Blauschimmel so wunderschön gefärbt.SOLD",<blank>,2016-06-15 10:11:22,Holz,<blank>,<blank>,Puzzle,0
757,no,WuF101372623101163614.jpg,0.00,WuF,0,101372623101163614,no,<blank>,<blank>,2013-12-31,<blank>,<blank>,2016-06-15 10:11:22,Holz,<blank>,<blank>,Puzzle,0
758,yes,WuF101372719401210239.jpg,0.00,WuF,0,101372719401210239,no,<blank>,<blank>,2013-12-31,"Die Wale der Weltmeere,schön wäre es,sie könnten sich noch so dicht nebeneinander tummeln.Leider müssen sich die Meisten von ihnen lange suchen,so weit leben sie auseinander.Aber hier haben wir  zusammen 21 Wale und für manche ihr Futter.SOLD",<blank>,2016-06-15 10:11:22,Holz,WuF,<blank>,Puzzle,0
759,yes,WuF101372724101203607.jpg,0.00,WuF,0,101372724101203607,no,<blank>,<blank>,2013-12-31,SOLD,<blank>,2016-06-15 10:11:22,Holz,<blank>,<blank>,Puzzle,0
760,no,Wale_und_Fische_10137282020121-0308.jpg,0.00,Wale und Fische,433,101372820201210308,yes,<blank>,<blank>,2015-12-31,<blank>,<blank>,2022-08-17 12:18:57,Holz,Whales and fishes,<blank>,Puzzle,287
761,no,WuF101372820201211604.jpg,0.00,WuF,0,101372820201211604,no,<blank>,<blank>,2013-12-31,Orginal verschollen,<blank>,2016-06-15 10:11:22,Holz,WuF,<blank>,Puzzle,0
762,yes,WuF101372820310193138.jpg,0.00,WuF,0,101372820310193138,no,<blank>,<blank>,2013-12-31,SOLD,<blank>,2016-06-15 10:11:22,Holz,<blank>,<blank>,Puzzle,0
763,yes,WuF101372822310193238.jpg,0.00,WuF,0,101372822310193238,no,<blank>,<blank>,2013-12-31,SOLD,<blank>,2016-06-15 10:11:22,Holz,<blank>,<blank>,Puzzle,0
764,yes,WuF101372822310223538.jpg,0.00,WuF,0,101372822310223538,no,<blank>,<blank>,2013-12-31,SOLD,<blank>,2016-06-15 10:11:22,Holz,<blank>,<blank>,Puzzle,0
765,yes,WuF101373020301181440.jpg,0.00,WuF,0,101373020301181440,no,<blank>,<blank>,2013-12-31,SOLD,<blank>,2016-06-15 10:11:22,Holz,<blank>,<blank>,Puzzle,0
766,yes,WuF101373222401181427.jpg,0.00,WuF,0,101373222401181427,no,<blank>,<blank>,2013-12-31,SOLD,<blank>,2016-06-15 10:11:22,Holz,<blank>,<blank>,Puzzle,0
767,yes,WuF101373320201122806.jpg,200.00,WuF,612,101373320201122806,yes,<blank>,<blank>,2015-12-31,"Wale und Delphine, eine kleinere Mischung aus dem großen Wale und Fische Objekt.",A reduction from the big whale and dolphins carving,2018-11-30 13:27:42,Holz,WuF,<blank>,Puzzle,287
768,no,Wale_und_Fische_10137332020122-3314.jpg,0.00,WuF,0,101373320201223314,no,<blank>,<blank>,2013-12-31,"Die Wale der Weltmeere,schön wäre es,sie könnten sich heute noch so dicht nebeneinander tummeln.Jetzt leben die Meisten von ihnen so weit auseinander, daß sie sich lange suchen müssen.Hier haben wir 22 Wale und für manche ihr Futter .",<blank>,2022-08-17 13:08:56,Holz,WuF,<blank>,Puzzle,0
769,yes,WuF101373322201250202.jpg,0.00,WuF,0,101373322201250202,no,<blank>,<blank>,2013-12-31,"Die Wale der Weltmeere,schön wäre es,sie könnten sich heute noch so dicht nebeneinander tummeln.Leider müssen sich die Meisten von ihnen lange Wege zurücklegen um sich zu finden,so weit leben sie auseinander.Hier haben wir 25 Wale und für manche ihr Futter .",<blank>,2018-11-19 12:21:22,Holz,WuF,<blank>,Puzzle,0
770,no,WuF101373324101211813.jpg,0.00,WuF,0,101373324101211813,no,<blank>,<blank>,2013-12-31,<blank>,<blank>,2016-06-15 10:11:22,Holz,<blank>,<blank>,Puzzle,0
771,no,Wale_und_Fische_10137332720126-0127.jpg,0.00,Wale und Fische,0,101373327201260127,no,<blank>,<blank>,2013-12-31,"Die Wale der Weltmeere,schön wäre es,sie könnten sich heute noch so dicht nebeneinander tummeln.Leider müssen sich die Meisten von ihnen lange Wege zurücklegen um sich zu finden,so weit leben sie auseinander.Hier haben wir 26 Wale und für manche ihr Futter .","The whales of the world's oceans, it would be nice if they could still be so close to each other today.Unfortunately, most of them have to travel long distances to find themselves,so far apart they live.Here we have 26 whales and for some their food .",2022-08-17 12:34:46,Holz,Whales and fishes,<blank>,Puzzle,0
772,yes,WuF101373424201123307.jpg,0.00,WuF,0,101373424201123307,no,<blank>,<blank>,2013-12-31,"Die Wale der Weltmeere,schön wäre es,sie könnten sich heute noch so dicht nebeneinander tummeln.Leider müssen sich die Meisten von ihnen lange suchen,so weit leben sie auseinander.In diesem Set gibt es 12 Teile .Masse 34x24x2cm",<blank>,2016-06-15 10:11:22,Holz,WuF,<blank>,Puzzle,0
773,yes,WuF101373428301211042.jpg,0.00,WuF,0,101373428301211042,no,<blank>,<blank>,2013-12-31,"Die Wale der Weltmeere,schön wäre es,sie könnten sich heute noch so dicht nebeneinander tummeln.Leider müssen sich die Meisten von ihnen lange Wege zurücklegen um sich zu finden,so weit leben sie auseinander.Hier haben wir 21 Wale und für manche ihr Futter .","The whales of the oceans, it would be nice if they could still roam so close together today. Unfortunately, most of them have to walk long distances to find each other, they live so far apart. Here we have 21 whales and for some their feed .",2019-12-20 13:20:44,Holz,WuF,<blank>,Puzzle,0
774,no,101373432201233426  copy.jpg,0.00,WuF,452,101373432201233426,yes,<blank>,<blank>,2015-12-31,"Die Wale der Weltmeere,schön wäre es,sie könnten sich heute noch so dicht nebeneinander tummeln.Leider müssen sich die Meisten von ihnen lange Wege zurücklegen um sich zu finden,so weit leben sie auseinander.Hier haben wir 23 Wale und für manche ihr Futter.Masse ca .34x32x2cm",A big group of whales shares a save place in this pulai puzzle.All together there are 23 whales and fishes.Size 34x32x2cm,2016-06-26 07:28:07,Holz,Whales ,101373432201233426 .jpg,Puzzle,287
775,no,Wale_und_Fische_10137343520123-2519.jpg,0.00,WuF,365,101373435201232519,yes,<blank>,<blank>,2015-12-31,"Die Wale der Weltmeere,schön wäre es,sie könnten sich heute noch so dicht nebeneinander tummeln.Leider müssen die Meisten von ihnen lange Wege zurücklegen um sich vielleicht zu finden,so weit leben sie auseinander.Hier haben wir 23 Wale und für manche ihr Futter .Das Holz ist durch Blauschimmel so wunderschön gefärbt.","A formation of the most known sea mammals the whales and  for some of them, their favorite prey.....Made from one piece of wood.",2022-08-17 12:36:10,Holz,WuF,<blank>,Puzzle,286
776,no,WuF101373524101212719.jpg,0.00,WuF,0,101373524101212719,no,<blank>,<blank>,2013-12-31,"Die Wale der Weltmeere,schön wäre es,sie könnten sich heute noch so dicht nebeneinander tummeln.Leider müssen sich die Meisten von ihnen lange Wege zurücklegen um sich zu finden,so weit leben sie auseinander.Hier haben wir 25 Wale und für manche ihr Futter .Das Holz ist durch Blauschimmel so wunderschön gefärbt.",<blank>,2016-06-15 10:11:22,Holz,<blank>,<blank>,Puzzle,0
777,no,WuF101373524101243119.jpg,0.00,WuF,428,101373524101243119,yes,<blank>,<blank>,2015-12-31,"Die Wale der Weltmeere,schön wäre es,sie könnten sich heute noch so dicht nebeneinander tummeln.Leider müssen sich die Meisten von ihnen lange Wege zurücklegen um sich zu finden,so weit leben sie auseinander.Hier haben wir 24 Wale und für manche ihr Futter .",<blank>,2016-06-26 07:28:07,Holz,<blank>,<blank>,Puzzle,277
778,no,WuF101373525101213019.jpg,0.00,WuF,0,101373525101213019,no,<blank>,<blank>,2013-12-31,"Die Wale der Weltmeere,schön wäre es,sie könnten sich heute noch so dicht nebeneinander tummeln.Leider müssen sich die Meisten von ihnen lange Wege zurücklegen um sich zu finden,so weit leben sie auseinander.Hier haben wir 25 Wale und für manche ihr Futter .Das Holz ist durch Blauschimmel so wunderschön gefärbt.",<blank>,2016-06-15 10:11:22,Holz,<blank>,<blank>,Puzzle,0
779,no,WuF101373526201192220.jpg,0.00,WuF,0,101373526201192220,no,<blank>,<blank>,2013-12-31,<blank>,<blank>,2016-06-15 10:11:22,Holz,<blank>,<blank>,Puzzle,0
780,no,WuF101373527201223626.jpg,0.00,WuF,0,101373527201223626,no,<blank>,<blank>,2013-12-31,<blank>,<blank>,2016-06-15 10:11:22,Holz,<blank>,<blank>,Puzzle,0
781,no,WuF101373528201253507.jpg,0.00,WuF,0,101373528201253507,no,<blank>,<blank>,2013-12-31,"Die Wale der Weltmeere,schön wäre es,sie könnten sich heute noch so dicht nebeneinander tummeln.Leider müssen sich die Meisten von ihnen lange Wege zurücklegen um sich zu finden,so weit leben sie auseinander.Hier haben wir 25 Wale und für manche ihr Futter.",<blank>,2016-06-15 10:11:22,Holz,<blank>,<blank>,Puzzle,0
782,no,Wale_und_Fische_10137353020123-0942.jpg,0.00,Wale und Fische,412,101373530201230942,yes,<blank>,<blank>,2015-12-31,"Die Wale der Weltmeere,schön wäre es,sie könnten sich heute noch so dicht nebeneinander tummeln.Leider müssen sich die Meisten von ihnen lange Wege zurücklegen um sich zu finden,so weit leben sie auseinander.Hier haben wir 25 Wale und für manche ihr Futter .Das Holz ist durch Blauschimmel so wunderschön gefärbt.","The whales of the world's oceans, it would be nice if they could still be so close to each other today.Unfortunately, most of them have to travel long distances to find themselves,so far apart they live.Here we have 25 whales and for some their food .",2022-08-17 12:41:17,Holz,Whales and fishes,<blank>,Puzzle,284
783,no,WuF101373534201213526.jpg,0.00,WuF,413,101373534201213526,yes,<blank>,<blank>,2015-12-31,"Die Wale der Weltmeere,schön wäre es,sie könnten sich heute noch so dicht nebeneinander tummeln.Leider müssen sich die Meisten von ihnen lange Wege zurücklegen um sich zu finden,so weit leben sie auseinander.Hier haben wir 21 Wale und für manche ihr Futter .",<blank>,2016-06-26 07:28:07,Holz,<blank>,<blank>,Puzzle,275
784,no,WuF101373623201202120.jpg,0.00,WuF,0,101373623201202120,no,<blank>,<blank>,2013-12-31,<blank>,<blank>,2016-06-15 10:11:22,Holz,<blank>,<blank>,Puzzle,0
785,yes,WuF101373625201200902.jpg,0.00,WuF,0,101373625201200902,no,<blank>,<blank>,2013-12-31,"Die Wale der Weltmeere,schön wäre es,sie könnten sich heute noch so dicht nebeneinander tummeln.Leider müssen sich die Meisten von ihnen lange Wege zurücklegen um sich zu finden,so weit leben sie auseinander.Hier haben wir 20 Wale und für manche ihr Futter .\r\nSOLD",<blank>,2016-06-15 10:11:22,Holz,<blank>,<blank>,Puzzle,0
786,yes,WuF101373627101212919.jpg,0.00,WuF,0,101373627101212919,no,<blank>,<blank>,2013-12-31,"Die Wale der Weltmeere,schön wäre es,sie könnten sich heute noch so dicht nebeneinander tummeln.Leider müssen sich die Meisten von ihnen lange Wege zurücklegen um sich zu finden,so weit leben sie auseinander.Hier haben wir 21 Wale und für manche ihr Futter .","The whales of the oceans, it would be nice if they could still roam so close together today. Unfortunately, most of them have to walk long distances to find each other, they live so far apart. Here we have 21 whales and for some their feed .",2019-12-20 13:19:36,Holz,WuF,<blank>,Puzzle,0
787,no,WuF101373627201253326.jpg,0.00,WuF,360,101373627201253326,yes,<blank>,<blank>,2015-12-31,<blank>,<blank>,2016-06-25 22:13:38,Holz,<blank>,<blank>,Puzzle,266
788,yes,WuF101373630301552210.jpg,0.00,WuF,351,101373630301552210,yes,<blank>,<blank>,2015-12-31,"Die Wale der Weltmeere,schön wäre es,sie könnten sich heute noch so dicht nebeneinander tummeln.Leider müssen sich die Meisten von ihnen lange Wege zurücklegen um sich zu finden,so weit leben sie auseinander.Hier haben wir 55 Wale und für manche ihr Futter .Das Holz ist durch Blauschimmel so wunderschön gefärbt.\r\nMit einem glücklichen neuen Besitzer,aber es gibt ja noch andere ","This beautiful double Blue Whale puzzle is sold,pls.look for another one.",2016-06-25 23:08:22,Holz,WuF,<blank>,Puzzle,306
789,yes,WuF101373722101122410.jpg,0.00,WuF,0,101373722101122410,no,<blank>,<blank>,2013-12-31,"Die Wale der Weltmeere,schön wäre es,sie könnten sich heute noch so dicht nebeneinander tummeln.Leider müssen sich die Meisten von ihnen lange Wege zurücklegen um sich zu finden,so weit leben sie auseinander.Hier haben wir 12 Wale und für manche ihr Futter .Sold",<blank>,2016-06-15 10:11:22,Holz,WuF,<blank>,Puzzle,0
790,yes,WuF101373723101202508.jpg,0.00,WuF,0,101373723101202508,no,<blank>,<blank>,2013-12-31,SOLD,<blank>,2016-06-15 10:11:22,Holz,<blank>,<blank>,Puzzle,0
791,yes,WuF101373820201121317.jpg,0.00,WuF,0,101373820201121317,no,<blank>,<blank>,2013-12-31,<b>SOLD</b>,<blank>,2016-06-15 10:11:22,Holz,<blank>,<blank>,Puzzle,0
792,no,Wale_und_Fische_10137382610122-2510.jpg,0.00,WuF,0,101373826101222510,no,<blank>,<blank>,2013-12-31,"Die Wale der Weltmeere,schön wäre es,sie könnten sich heute noch so dicht nebeneinander tummeln.Leider müssen sich die Meisten von ihnen lange Wege zurücklegen um sich zu finden,so weit leben sie auseinander.Hier haben wir 22 Wale und für manche ihr Futter .Das Holz ist durch Blauschimmel so wunderschön gefärbt.",<blank>,2022-08-17 12:47:57,Holz,Whales and fishes,<blank>,Puzzle,0
793,yes,WuF101374028401211510.jpg,0.00,WuF,0,101374028401211510,no,<blank>,<blank>,2013-12-31,"Die Wale der Weltmeere,schön wäre es,sie könnten sich heute noch so dicht nebeneinander tummeln.Leider müssen sich die Meisten von ihnen lange Wege zurücklegen um sich zu finden,so weit leben sie auseinander.Hier haben wir 25 Wale und für manche ihr Futter .",<blank>,2016-06-15 10:11:22,Holz,WuF,<blank>,Puzzle,224
794,yes,WuF101373830201292819.jpg,0.00,WuF,0,101373830201292819,no,<blank>,<blank>,2013-12-31,"Die Wale der Weltmeere,schön wäre es,sie könnten sich heute noch so dicht nebeneinander tummeln.Leider müssen sich die Meisten von ihnen lange Wege zurücklegen um sich zu finden,so weit leben sie auseinander.Hier haben wir 29 Wale und für manche ihr Futter .",<blank>,2016-06-15 10:11:22,Holz,WuF,<blank>,Puzzle,0
795,yes,WuF101374030101211810.jpg,0.00,WuF,0,101374030101211810,no,<blank>,<blank>,2013-12-31,"Die Wale der Weltmeere,schön wäre es,sie könnten sich heute noch so dicht nebeneinander tummeln.Leider müssen sich die Meisten von ihnen lange Wege zurücklegen um sich zu finden,so weit leben sie auseinander.Hier haben wir 21 Wale und für manchen das Futter .Das Holz ist durch Blauschimmel so wunderschön gefärbt.\r\nSOLD",<blank>,2016-06-15 10:11:22,Holz,WuF,<blank>,Puzzle,0
796,no,WuF101374030301312705.jpg,0.00,WuF,0,101374030301312705,no,<blank>,<blank>,2013-12-31,"Die Wale der Weltmeere,schön wäre es,sie könnten sich heute noch so dicht nebeneinander tummeln.Leider müssen sich die Meisten von ihnen lange Wege zurücklegen um sich zu finden,so weit leben sie auseinander.Hier haben wir 25 Wale und für manchen das Futter .Das Holz ist durch Blauschimmel so wunderschön gefärbt.",<blank>,2016-06-15 10:11:22,Holz,<blank>,<blank>,Puzzle,0
797,no,Wale_und_Fische_10137403531015-1550.jpg,0.00,Wale und Fische,399,101374035310151550,yes,<blank>,<blank>,2015-12-31,"Die Wale der Weltmeere,schön wäre es,sie könnten sich heute noch so dicht nebeneinander tummeln.Leider müssen sich die Meisten von ihnen lange Wege zurücklegen um sich zu finden,so weit leben sie auseinander.Hier haben wir 15 Wale und für manchen das Futter .Ein Mahagoni Holzstück aus einem Ast.","The whales of the world's oceans, it would be nice if they could still be so close to each other today.Unfortunately, most of them have to travel long distances to find themselves,so far apart they live.Here we have15 whales and for some their food .",2022-08-17 12:52:23,Holz,whales and fishes,<blank>,Puzzle,296
798,no,WuF101374128301330218.jpg,0.00,WuF,0,101374128301330218,no,<blank>,<blank>,2013-12-31,"Die Wale der Weltmeere,schön wäre es,sie könnten sich heute noch so dicht nebeneinander tummeln.Leider müssen sich die Meisten von ihnen lange Wege zurücklegen um sich zu finden,so weit leben sie auseinander.Hier haben wir 25 Wale und für manchen das Futter .",<blank>,2016-06-15 10:11:22,Holz,<blank>,<blank>,Puzzle,0
799,yes,WuF101374226301161410.jpg,0.00,WuF,0,101374226301161410,no,<blank>,<blank>,2013-12-31,"Die Wale der Weltmeere,schön wäre es,sie könnten sich heute noch so dicht nebeneinander tummeln.Leider müssen sich die Meisten von ihnen lange Wege zurücklegen um sich zu finden,so weit leben sie auseinander.Hier haben wir 25 Wale und für manchen das Futter .<br><b>SOLD</b>",<blank>,2016-06-15 10:11:22,Holz,WuF,<blank>,Puzzle,0
800,no,WuF101374227301293206.jpg,0.00,WuF,0,101374227301293206,no,<blank>,<blank>,2013-12-31,"Die Wale der Weltmeere,schön wäre es,sie könnten sich heute noch so dicht nebeneinander tummeln.Leider müssen sich die Meisten von ihnen lange Wege zurücklegen um sich zu finden,so weit leben sie auseinander.Hier haben wir 25 Wale und für manchen das Futter .",<blank>,2016-06-15 10:11:22,Holz,<blank>,<blank>,Puzzle,0
801,yes,WuF101374228301162310.jpg,0.00,WuF,237,101374228301162310,no,<blank>,<blank>,2015-12-31,"Die Wale der Weltmeere,schön wäre es,sie könnten sich heute noch so dicht nebeneinander tummeln.Leider müssen sich die Meisten von ihnen lange Wege zurücklegen um sich zu finden,so weit leben sie auseinander.Hier haben wir 16 Wale und für manchen das Futter .",<blank>,2017-12-13 16:47:29,Holz,WuF,<blank>,Puzzle,285
